141000 , 172 , 15618 
142000 , 181 , 15803 
143000 , 180 , 15970 
144000 , 182 , 16123 
145000 , 187 , 16289 
146000 , 202 , 16444 
147000 , 196 , 16619 
148000 , 195 , 16795 
149000 , 203 , 16966 
150000 , 199 , 17117 
151000 , 201 , 17280 
152000 , 185 , 17467 
153000 , 192 , 17637 
154000 , 205 , 17812 
155000 , 208 , 17982 
156000 , 194 , 18155 
157000 , 196 , 18327 
158000 , 212 , 18508 
159000 , 195 , 18674 
160000 , 203 , 18822 
161000 , 193 , 18990 
162000 , 199 , 19149 
163000 , 200 , 19309 
164000 , 208 , 19474 
165000 , 219 , 19632 
166000 , 222 , 19800 
167000 , 229 , 19955 
168000 , 220 , 20131 
169000 , 228 , 20298 
170000 , 229 , 20465 
171000 , 209 , 20642 
172000 , 214 , 20817 
173000 , 232 , 20991 
174000 , 229 , 21148 
175000 , 213 , 21325 
176000 , 224 , 21495 
177000 , 243 , 21670 
178000 , 238 , 21831 
179000 , 239 , 22001 
180000 , 254 , 22180 
181000 , 256 , 22355 
182000 , 243 , 22527 
183000 , 254 , 22688 
184000 , 242 , 22863 
185000 , 248 , 23019 
186000 , 246 , 23192 
187000 , 248 , 23352 
188000 , 262 , 23520 
189000 , 241 , 23703 
190000 , 239 , 23886 
191000 , 256 , 24038 
192000 , 258 , 24212 
193000 , 247 , 24364 
194000 , 237 , 24523 
195000 , 243 , 24668 
196000 , 247 , 24837 
197000 , 250 , 25011 
198000 , 262 , 25184 
199000 , 269 , 25341 
200000 , 267 , 25489 
201000 , 269 , 25639 
202000 , 277 , 25814 
203000 , 244 , 25980 
204000 , 253 , 26130 
205000 , 270 , 26299 
206000 , 251 , 26454 
207000 , 256 , 26602 
208000 , 273 , 26760 
209000 , 280 , 26915 
210000 , 251 , 27062 
211000 , 263 , 27227 
212000 , 251 , 27402 
213000 , 260 , 27559 
214000 , 259 , 27717 
215000 , 261 , 27885 
216000 , 264 , 28040 
217000 , 274 , 28215 
218000 , 271 , 28367 
219000 , 273 , 28519 
220000 , 292 , 28688 
221000 , 285 , 28860 
222000 , 278 , 29029 
223000 , 273 , 29210 
224000 , 284 , 29364 
225000 , 281 , 29507 
226000 , 284 , 29679 
227000 , 287 , 29840 
228000 , 291 , 29990 
229000 , 281 , 30160 
230000 , 288 , 30325 
231000 , 287 , 30474 
232000 , 293 , 30627 
233000 , 288 , 30801 
234000 , 297 , 30969 
235000 , 290 , 31141 
236000 , 293 , 31312 
237000 , 298 , 31479 
238000 , 293 , 31630 
239000 , 298 , 31814 
240000 , 299 , 31973 
241000 , 299 , 32138 
242000 , 304 , 32294 
243000 , 299 , 32449 
244000 , 307 , 32599 
245000 , 306 , 32735 
246000 , 300 , 32884 
247000 , 308 , 33051 
248000 , 311 , 33213 
249000 , 307 , 33371 
